Country,Year,Is Election Year,Years Since Last Election,Inflation Rate,Previous Year Inflation Rate,GDP Per Capita,Previous Year GDP Per Capita,Currency is Euro,Previous Year Currency is Euro,Net Migration,Previous Year Net Migration,Population,Previous Year Population,Unemployment Rate,Previous Year Unemployment Rate,VAT,Previous Year VAT,EURO600 Q1,EURO600 Q2,EURO600 Q3,EURO600 Q4,Previous Year EURO600 Q1,Previous Year EURO600 Q2,Previous Year EURO600 Q3,Previous Year EURO600 Q4,S&P500 Q1,S&P500 Q2,S&P500 Q3,S&P500 Q4,Previous Year S&P500 Q1,Previous Year S&P500 Q2,Previous Year S&P500 Q3,Previous Year S&P500 Q4,Crude Oil Q1,Crude Oil Q2,Crude Oil Q3,Crude Oil Q4,Previous Year Crude Oil Q1,Previous Year Crude Oil Q2,Previous Year Crude Oil Q3,Previous Year Crude Oil Q4,EUR-USD Exchange Rate Q1,EUR-USD Exchange Rate Q2,EUR-USD Exchange Rate Q3,EUR-USD Exchange Rate Q4,Previous Year EUR-USD Exchange Rate Q1,Previous Year EUR-USD Exchange Rate Q2,Previous Year EUR-USD Exchange Rate Q3,Previous Year EUR-USD Exchange Rate Q4,ECB Interest Rate,Previous Year ECB Interest Rate
Belgium,2019,1,5,1.437,2.053,46641.721,47544.981,1,1,54.395,55.439,11.489,11.427,5.364,5.941,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Cyprus,2019,0,3,0.25,1.435,29419.992,29419.887,1,1,4.948,4.977,1.229,1.219,7.155,8.504,19.0,19.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Czech Republic,2019,0,2,2.848,2.149,23664.848,23424.48,0,0,4.03,3.193,10.672,10.63,2.015,2.246,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Denmark,2019,1,4,0.758,0.814,59592.981,61591.929,0,0,23.305,23.337,5.814,5.794,5.018,5.131,25.0,25.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Estonia,2019,1,4,2.277,3.436,23581.657,23165.849,1,1,5.41,7.229,1.327,1.322,4.514,5.412,20.0,20.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Finland,2019,1,4,1.024,1.084,48629.858,49987.626,1,1,15.558,11.646,5.522,5.516,6.695,7.361,24.0,24.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
France,2019,0,2,1.108,1.851,40494.898,41557.855,1,1,17.403,14.391,67.388,67.158,8.415,9.018,20.0,20.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Germany,2019,0,2,1.446,1.732,46805.138,47939.278,1,1,360.56,392.587,83.093,82.906,3.163,3.384,19.0,19.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Greece,2019,1,5,0.253,0.626,19143.888,19756.99,1,1,-21.581,-23.6,10.722,10.733,17.045,19.179,24.0,24.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Hungary,2019,0,1,3.339,2.85,16786.214,16425.205,0,0,33.559,31.976,9.771,9.776,3.419,3.709,27.0,27.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Ireland,2019,0,1,0.938,0.471,80848.302,79446.939,1,1,29.113,33.647,4.934,4.867,4.95,5.741,23.0,23.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Italy,2019,0,1,0.611,1.137,33673.751,34622.17,1,1,21.615,75.863,59.729,60.422,9.982,10.639,22.0,22.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Latvia,2019,0,1,2.811,2.534,17883.349,17865.031,1,1,-7.903,-8.632,1.914,1.927,6.312,7.412,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Lithuania,2019,0,3,2.335,2.698,19615.549,19186.36,1,1,-13.398,-14.451,2.794,2.802,6.255,6.147,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Luxembourg,2019,0,1,1.743,1.528,112726.44,116786.512,1,1,10.365,10.096,0.62,0.608,5.592,5.589,17.0,17.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Malta,2019,0,2,1.642,1.158,31751.181,31785.885,1,1,11.247,11.18,0.504,0.485,3.616,3.658,18.0,18.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Netherlands,2019,0,2,2.634,1.703,52476.273,53044.532,1,1,60.266,60.758,17.345,17.232,3.379,3.832,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Poland,2019,1,4,2.227,1.813,15700.014,15504.508,0,0,-2.974,-8.736,37.965,37.975,3.277,3.846,23.0,23.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Portugal,2019,1,4,0.338,0.994,23330.817,23562.555,1,1,43.656,10.177,10.286,10.284,6.464,6.994,23.0,23.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Slovakia,2019,0,3,2.665,2.514,19381.891,19486.394,1,1,3.378,3.752,5.454,5.447,5.761,6.544,20.0,20.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Slovenia,2019,0,1,1.631,1.739,26042.446,26123.747,1,1,7.427,7.559,2.088,2.074,4.448,5.116,22.0,22.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Spain,2019,1,3,0.7,1.675,29581.519,30379.721,1,1,458.942,339.064,47.135,46.798,14.105,15.255,21.0,21.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
Sweden,2019,0,1,1.784,1.954,51939.43,54589.06,0,0,81.585,81.492,10.279,10.175,6.833,6.365,25.0,25.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
United Kingdom,2019,1,2,1.738,2.293,42662.535,43203.814,0,0,221.179,230.577,66.836,66.46,3.613,4.12,20.0,20.0,364.896,382.465,383.287,401.222,383.4,384.614,383.495,357.498,2721.004,2882.328,2957.836,3080.406,2733.477,2703.131,2849.601,2698.927,54.897,59.912,56.436,56.8,62.894,67.91,69.433,59.441,1.136,1.124,1.112,1.107,1.229,1.191,1.163,1.141,0.0,0.0
